Tiempo (s),Temperatura 1 (°C),,,,,,T°
17.42,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.43,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.44,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.45,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.46,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.47,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.48,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.49,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.5,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.51,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.52,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.53,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.54,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.55,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.56,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.57,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.58,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.59,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.6,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.61,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.62,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.63,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.64,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.65,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.66,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.67,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.68,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.69,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.7,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.71,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.72,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.73,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.74,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.75,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.76,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.77,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.78,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.79,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.8,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.81,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.82,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.83,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.84,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.85,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.86,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.87,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.88,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.89,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.9,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.91,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.92,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.93,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.94,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.95,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.96,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.97,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.98,27.32,27.32,27.32,27.32,27.32,27.32,27.32
17.99,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.01,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.02,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.03,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.04,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.05,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.06,27.33,27.32,27.32,27.32,27.32,27.32,27.32
18.07,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.08,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.09,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.1,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.11,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.12,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.13,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.14,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.15,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.16,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.17,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.18,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.19,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.2,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.21,27.32,27.32,27.32,27.32,27.32,27.32,27.32
18.22,27.33,27.33,27.33,27.33,27.33,27.33,27.33
18.23,27.33,27.33,27.33,27.33,27.33,27.33,27.33
18.24,27.33,27.33,27.33,27.33,27.33,27.33,27.33
18.25,27.33,27.33,27.33,27.33,27.33,27.33,27.33
18.26,27.33,27.33,27.33,27.33,27.33,27.33,27.33
18.27,27.33,27.33,27.33,27.33,27.33,27.33,27.33
18.28,27.33,27.33,27.33,27.33,27.33,27.33,27.33
18.29,27.33,27.33,27.33,27.33,27.33,27.33,27.33
18.3,27.32,27.33,27.33,27.33,27.33,27.33,27.33
18.31,27.33,27.33,27.33,27.33,27.33,27.33,27.33
18.32,27.33,27.33,27.33,27.33,27.33,27.33,27.33
18.33,27.33,27.33,27.33,27.33,27.33,27.33,27.33
18.34,27.33,27.33,27.33,27.33,27.33,27.33,27.33
18.35,27.33,27.33,27.33,27.33,27.33,27.33,27.33
18.36,27.33,27.33,27.33,27.33,27.33,27.33,27.33
18.37,27.33,27.33,27.33,27.33,27.33,27.33,27.33
18.38,27.33,27.33,27.33,27.33,27.33,27.33,27.33
18.39,27.33,27.33,27.33,27.33,27.33,27.33,27.33
18.4,27.33,27.33,27.33,27.33,27.33,27.33,27.33
18.41,27.33,27.33,27.33,27.33,27.33,27.33,27.33
18.42,27.33,27.33,27.33,27.33,27.33,27.33,27.33
18.43,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.44,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.45,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.46,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.47,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.48,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.49,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.5,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.51,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.52,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.53,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.54,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.55,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.56,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.57,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.58,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.59,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.6,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.61,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.62,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.63,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.64,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.65,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.66,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.67,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.68,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.69,27.35,27.34,27.34,27.34,27.34,27.34,27.34
18.7,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.71,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.72,27.35,27.34,27.34,27.34,27.34,27.34,27.34
18.73,27.34,27.34,27.34,27.34,27.34,27.34,27.34
18.74,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.75,27.34,27.35,27.35,27.35,27.35,27.35,27.35
18.76,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.77,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.78,27.34,27.35,27.35,27.35,27.35,27.35,27.35
18.79,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.8,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.81,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.82,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.83,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.84,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.85,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.86,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.87,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.88,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.89,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.9,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.91,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.92,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.93,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.94,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.95,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.96,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.97,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.98,27.35,27.35,27.35,27.35,27.35,27.35,27.35
18.99,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.01,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.02,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.03,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.04,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.05,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.06,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.07,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.08,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.09,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.1,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.11,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.12,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.13,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.14,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.15,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.16,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.17,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.18,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.19,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.2,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.21,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.22,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.23,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.24,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.25,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.26,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.27,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.28,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.29,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.3,27.36,27.35,27.35,27.35,27.35,27.35,27.35
19.31,27.36,27.35,27.35,27.35,27.35,27.35,27.35
19.32,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.33,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.34,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.35,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.36,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.37,27.36,27.35,27.35,27.35,27.35,27.35,27.35
19.38,27.35,27.35,27.35,27.35,27.35,27.35,27.35
19.39,27.35,27.36,27.36,27.36,27.36,27.36,27.36
19.4,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.41,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.42,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.43,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.44,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.45,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.46,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.47,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.48,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.49,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.5,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.51,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.52,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.53,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.54,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.55,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.56,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.57,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.58,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.59,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.6,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.61,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.62,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.63,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.64,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.65,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.66,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.67,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.68,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.69,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.7,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.71,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.72,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.73,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.74,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.75,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.76,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.77,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.78,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.79,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.8,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.81,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.82,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.83,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.84,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.85,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.86,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.87,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.88,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.89,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.9,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.91,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.92,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.93,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.94,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.95,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.96,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.97,27.36,27.36,27.36,27.36,27.36,27.36,27.36
19.98,27.37,27.36,27.36,27.36,27.36,27.36,27.36
19.99,27.36,27.36,27.36,27.36,27.36,27.36,27.36
20,27.37,27.36,27.36,27.36,27.36,27.36,27.36
20.01,27.36,27.36,27.36,27.36,27.36,27.36,27.36
20.02,27.36,27.36,27.36,27.36,27.36,27.36,27.36
20.03,27.36,27.36,27.36,27.36,27.36,27.36,27.36
20.04,27.36,27.36,27.36,27.36,27.36,27.36,27.36
20.05,27.37,27.36,27.36,27.36,27.36,27.36,27.36
20.06,27.36,27.36,27.36,27.36,27.36,27.36,27.36
20.07,27.36,27.37,27.37,27.37,27.37,27.37,27.37
20.08,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.09,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.1,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.11,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.12,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.13,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.14,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.15,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.16,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.17,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.18,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.19,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.2,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.21,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.22,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.23,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.24,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.25,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.26,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.27,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.28,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.29,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.3,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.31,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.32,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.33,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.34,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.35,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.36,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.37,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.38,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.39,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.4,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.41,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.42,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.43,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.44,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.45,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.46,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.47,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.48,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.49,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.5,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.51,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.52,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.53,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.54,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.55,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.56,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.57,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.58,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.59,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.6,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.61,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.62,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.63,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.64,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.65,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.66,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.67,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.68,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.69,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.7,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.71,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.72,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.73,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.74,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.75,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.76,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.77,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.78,27.37,27.37,27.37,27.37,27.37,27.37,27.37
20.79,27.38,27.38,27.38,27.38,27.38,27.38,27.38
20.8,27.38,27.38,27.38,27.38,27.38,27.38,27.38
20.81,27.38,27.38,27.38,27.38,27.38,27.38,27.38
20.82,27.38,27.38,27.38,27.38,27.38,27.38,27.38
20.83,27.38,27.38,27.38,27.38,27.38,27.38,27.38
20.84,27.38,27.38,27.38,27.38,27.38,27.38,27.38
20.85,27.38,27.38,27.38,27.38,27.38,27.38,27.38
20.86,27.38,27.38,27.38,27.38,27.38,27.38,27.38
20.87,27.38,27.38,27.38,27.38,27.38,27.38,27.38
20.88,27.38,27.38,27.38,27.38,27.38,27.38,27.38
20.89,27.38,27.38,27.38,27.38,27.38,27.38,27.38
20.9,27.38,27.38,27.38,27.38,27.38,27.38,27.38
20.91,27.38,27.38,27.38,27.38,27.38,27.38,27.38
20.92,27.38,27.38,27.38,27.38,27.38,27.38,27.38
20.93,27.39,27.38,27.38,27.38,27.38,27.38,27.38
20.94,27.38,27.38,27.38,27.38,27.38,27.38,27.38
20.95,27.39,27.39,27.39,27.39,27.39,27.39,27.39
20.96,27.38,27.39,27.39,27.39,27.39,27.39,27.39
20.97,27.39,27.39,27.39,27.39,27.39,27.39,27.39
20.98,27.39,27.39,27.39,27.39,27.39,27.39,27.39
20.99,27.39,27.39,27.39,27.39,27.39,27.39,27.39
21,27.39,27.39,27.39,27.39,27.39,27.39,27.39
21.01,27.39,27.39,27.39,27.39,27.39,27.39,27.39
21.02,27.39,27.39,27.39,27.39,27.39,27.39,27.39
21.03,27.39,27.39,27.39,27.39,27.39,27.39,27.39
21.04,27.39,27.39,27.39,27.39,27.39,27.39,27.39
21.05,27.39,27.39,27.39,27.39,27.39,27.39,27.39
21.06,27.39,27.39,27.39,27.39,27.39,27.39,27.39
21.07,27.39,27.39,27.39,27.39,27.39,27.39,27.39
21.08,27.39,27.39,27.39,27.39,27.39,27.39,27.39
21.09,27.39,27.39,27.39,27.39,27.39,27.39,27.39
21.1,27.39,27.39,27.39,27.39,27.39,27.39,27.39
21.11,27.39,27.39,27.39,27.39,27.39,27.39,27.39
21.12,27.39,27.39,27.39,27.39,27.39,27.39,27.39
21.13,27.39,27.39,27.39,27.39,27.39,27.39,27.39
21.14,27.39,27.39,27.39,27.39,27.39,27.39,27.39
21.15,27.39,27.39,27.39,27.39,27.39,27.39,27.39
21.16,27.39,27.39,27.39,27.39,27.39,27.39,27.39
21.17,27.39,27.39,27.39,27.39,27.39,27.39,27.39
21.18,27.39,27.39,27.39,27.39,27.39,27.39,27.39
21.19,27.4,27.39,27.39,27.39,27.39,27.39,27.39
21.2,27.4,27.39,27.39,27.39,27.39,27.39,27.39
21.21,27.39,27.40,27.40,27.40,27.40,27.40,27.40
21.22,27.39,27.40,27.40,27.40,27.40,27.40,27.40
21.23,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.24,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.25,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.26,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.27,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.28,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.29,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.3,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.31,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.32,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.33,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.34,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.35,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.36,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.37,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.38,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.39,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.4,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.41,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.42,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.43,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.44,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.45,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.46,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.47,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.48,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.49,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.5,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.51,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.52,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.53,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.54,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.55,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.56,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.57,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.58,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.59,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.6,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.61,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.62,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.63,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.64,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.65,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.66,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.67,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.68,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.69,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.7,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.71,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.72,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.73,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.74,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.75,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.76,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.77,27.4,27.40,27.40,27.40,27.40,27.40,27.40
